x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,target
0.0444941638198803,0.679235143386934,0.2780187425076331,0.936082702298752,0.35699983635632493,0.37757724609224635,0.606430181345319,0.5984879339070174,0.02381807891498787,0.40009763112331154,0.6040045983959782,0.7955911823647295
0.4423550586191211,0.14885120207977354,0.1750074782631972,0.09360263879742388,0.8512482263713493,0.8864830818985446,0.3708214557337451,0.2777068227671459,0.7573805947153625,0.046928921050839144,0.2847274861244255,0.811623246492986
0.8797238914257773,0.5934736647299698,0.37335664070579383,0.34992530288640283,0.6412488148635735,0.13497158927817526,0.6147326917986065,0.39989873984471275,0.784659566028689,0.8883062751445494,0.8549749948451946,0.8977955911823647
0.673680821245194,0.886224994115255,0.9165338331560465,0.9452051442571036,0.36340067986059693,0.5948181076985889,0.6784885023643901,0.08146725773589895,0.3006516024738141,0.563255180281411,0.3567950408156872,0.7147628590514362
0.6102323761571578,0.8136829184141173,0.8180218810941252,0.15139601529684288,0.06623453772120842,0.6183089593770369,0.11608934760786967,0.8501716872039197,0.553877573567307,0.5810219908279666,0.2948817746260869,0.8343353373413493
0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.8350033400133601
0.5872263987779445,0.6417896968678681,0.4054302134546628,0.5326975660195762,0.7911624506453815,0.19329338149164577,0.6008387347722792,0.4852191040035123,0.6906526706976107,0.8702993750058798,0.8355203831139207,0.8931195724782899
0.6863596027023936,0.5823803839030265,0.21547558522458873,0.20211338834761627,0.9625569858335947,0.01,0.5101267259041501,0.774239673080981,0.99,0.99,0.99,0.9044756179024717
0.99,0.01,0.01,0.8220235227878336,0.99,0.01,0.99,0.7697796872922092,0.99,0.99,0.99,0.8997995991983968
0.99,0.16009225976980837,0.01,0.01,0.99,0.01,0.99,0.99,0.04012338914362879,0.99,0.99,0.9238476953907816
0.99,0.01,0.01,0.45851910253304173,0.99,0.01,0.01,0.99,0.01,0.99,0.99,0.9338677354709419
0.8295291056447327,0.9039801524214337,0.6130889544797044,0.11933282442080832,0.128833483455169,0.010297585915022276,0.28869056507631363,0.2977913368466739,0.46234266581329925,0.40388192518403115,0.05752729678864702,0.8016032064128257
0.41835694009535423,0.10728964154801653,0.5278185629718118,0.17198454804482843,0.32857307120178053,0.9263997444730657,0.9120547045601827,0.2321400472851211,0.5021575457362243,0.3570725154911592,0.7343544122629403,0.7808951235804943
0.7196243843066319,0.25500913158512756,0.7411138170920563,0.04312068495706522,0.6410838043404704,0.5456031448957162,0.37750465643383146,0.7000217673749907,0.9124311893256891,0.7736467942458548,0.25743144815279084,0.9098196392785571
0.15108204377107415,0.7466607225518848,0.060840312760587725,0.29325144153547605,0.43180760437593396,0.44534275979972093,0.7619853082970153,0.6440302151878725,0.5840381561477671,0.43727244166986456,0.6486848998636042,0.8336673346693386
0.6000864584531609,0.19452775163676697,0.8776607370950305,0.32201112384292085,0.8369314547086352,0.21004780996225608,0.0240136929405033,0.534374271005523,0.3793373535299659,0.41404601185394796,0.18224055338002923,0.875751503006012
0.1813678731179282,0.001831998718362911,0.001831998718362911,0.08400064081854447,0.1813678731179282,0.001831998718362911,0.001831998718362911,0.1813678731179282,0.001831998718362911,0.1813678731179282,0.1813678731179282,0.9278557114228457
0.07630036584614397,0.01,0.060384621774835695,0.18933297263884577,0.11244444765814621,0.010242273809652848,0.01,0.16255641926766676,0.19601934625074516,0.19457042137691252,0.027430920977953622,0.8790915163660654
0.8147394613893717,0.021079914058019712,0.7168124448931893,0.953703945739056,0.36034970178491543,0.13268978043835108,0.6615742671309757,0.3473811828213604,0.5470151718699009,0.25476009000143657,0.12425929254503565,0.7969271877087508
0.6656078499410505,0.17592347584486262,0.8399220399890834,0.07662491494161476,0.8401954173173657,0.438195020105849,0.13356199761532078,0.7252270000986271,0.7555482603423237,0.7135014866831317,0.20942856843439303,0.9051436205744823
0.28922708283982557,0.01,0.01,0.01,0.5143414967901403,0.01,0.01,0.24802682234437076,0.01,0.0969752463317889,0.5248008186835331,0.9238476953907816
0.2941895074730951,0.01,0.01,0.01,0.403792109581653,0.01,0.01,0.5559337578740831,0.01,0.7603784102824502,0.3758003505020802,0.9291917167668671
0.4766936434640884,0.6924507078499771,0.8162805506492616,0.18654879464305993,0.40740079212691116,0.42748143626500124,0.9638101129132699,0.546469381101635,0.33794448215823414,0.08075631160150126,0.9103706156872489,0.7428189712758851
0.3605162929299354,0.46553785086985433,0.6182401329132947,0.7669575568533779,0.20959906838336287,0.5834814475283747,0.8592482291200191,0.37850896579850374,0.30769190965054305,0.5701381840786801,0.14183174167104862,0.7541750167000668
0.3106945683644937,0.7114272872742047,0.5036905618926502,0.35153833984549404,0.32146559972871525,0.3299468626736537,0.047160019161281624,0.3338111006151088,0.7646780579583837,0.46009695474159323,0.4085192513032831,0.8016032064128257
0.4343927391252647,0.7772871358404008,0.9897852005339057,0.3323943086792227,0.6575026258834729,0.5090341359497481,0.3349207606198814,0.7496681185980557,0.6222220258351405,0.7177189705187528,0.6905720223898973,0.8162992651970608
0.4368641678762273,0.059411929187259536,0.04318180585483143,0.8117976598278946,0.04240576372176887,0.21910406156382975,0.45830726975985897,0.9183585502437103,0.5735721563644416,0.8040025745781791,0.17383329382078025,0.8991315965263861
0.12007273646546636,0.004081475831575929,0.004081475831575929,0.004081475831575929,0.16480677362385757,0.004081475831575929,0.004081475831575929,0.22690301967202542,0.004081475831575929,0.31034661044199463,0.15338200480720032,0.9291917167668671
0.22776865191862095,0.01,0.01,0.3020359408435895,0.024863358846448278,0.01,0.03878366102333195,0.6533702025684825,0.16415517930379248,0.5856851540308152,0.08181221721893116,0.9078156312625251
0.01,0.01,0.01,0.01,0.9608730331119159,0.01,0.01,0.3604189936568036,0.01,0.99,0.01,0.9625918503674015
0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.99,0.01,0.99,0.01,0.9198396793587175
0.01,0.01,0.01,0.9747499086557939,0.99,0.01,0.01,0.99,0.01,0.99,0.99,0.897127588510354
0.01,0.01,0.01,0.01,0.99,0.010000000000000009,0.01,0.99,0.99,0.99,0.01,0.8891115564462257
0.3493259720378995,0.9712793951156091,0.6210636273249116,0.4629974440863229,0.48247421062196666,0.8191264432481281,0.18983985707226975,0.2064122448198837,0.4175613549015724,0.7052809027815364,0.9131304472757361,0.7528390113560455
0.6875748707385472,0.7519905087839894,0.13385759387468227,0.5865851119683883,0.8054300918142365,0.09176948461587715,0.5370053589983428,0.11736450185313987,0.6555565503516958,0.6426847956924536,0.05381097918141957,0.8256513026052105
0.5882341091134445,0.2675343566671145,0.49003962653115624,0.8994078532939227,0.41368120775363076,0.3135940168147658,0.40714868055719994,0.9317138490922063,0.5697553691692792,0.6284623895766484,0.404908034350003,0.8770875083500334
0.17104743079249832,0.2529250473594072,0.9205973644582702,0.14389749085963846,0.39109053553165735,0.9308582171864185,0.36737882797548077,0.6009242972359173,0.8608198922281994,0.20136631228156154,0.15702375243767017,0.758183032732131
0.35208628280039905,0.16380522440461054,0.8448621133977798,0.11902920799872355,0.7440936810467784,0.4965748104379401,0.5103075114780823,0.7861472095151338,0.7693142035615246,0.8808841523451163,0.683507301380102,0.8864395457581831
0.004181839728505555,0.004181839728505555,0.004181839728505555,0.004181839728505555,0.4018217023917044,0.004181839728505555,0.004181839728505555,0.1507214466582013,0.004181839728505555,0.41400213312205,0.004181839728505555,0.9625918503674015
0.18911237893580957,0.13267530626994462,0.6052585014894285,0.6216563783562582,0.9179805005427545,0.33156711132023386,0.8346642948250657,0.9572607242990333,0.1457906825371177,0.8825593152376562,0.6641592805310259,0.9138276553106213
0.01,0.01,0.05994705988828398,0.1079439101487706,0.506581192937702,0.01,0.15407249029812423,0.41853822246518246,0.01,0.5715138390372964,0.1535014520712616,0.9625918503674015
0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.01,0.99,0.01,0.9953239812959251
0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.01,0.99,0.99,0.9291917167668671
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.99,0.01,0.9078156312625251
0.02699172241924984,0.5665306603108465,0.2781103277520497,0.045669367806032035,0.7084546906165878,0.875512591949889,0.22120363231895884,0.2356876899531379,0.6018617660556843,0.5113142700372987,0.48694513779942283,0.7802271209084837
0.05425572695055704,0.517633497584702,0.05411219711804876,0.19699426318139907,0.4393021641684042,0.0792373773710552,0.1924969015661698,0.4528976213367519,0.743495234020649,0.11586936152083392,0.4513563082190909,0.832999331997328
0.8795049360020827,0.21565758817172603,0.8334442063005936,0.4772051312491304,0.7806539894939882,0.933630117396342,0.8559836465034125,0.022890243152838698,0.22644129367425136,0.49235457908536695,0.10846028420779884,0.7755511022044088
0.33255425994341486,0.8618124888357018,0.9266636890434778,0.5321712063428222,0.7327961264292235,0.8493449172627721,0.4828891938162145,0.3984988965929499,0.12512107267418537,0.9224289138420503,0.6917596653712305,0.7555110220440882
0.6610906055826653,0.8596540749903772,0.9056234203134124,0.39231346513732346,0.38506619899621963,0.840355107445053,0.6289978755834807,0.936423106179161,0.791648235765929,0.19186669185615512,0.44502335009375665,0.7561790247160989
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9953239812959251
0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,0.2758851035404142
0.9708858830587095,0.8539659365226367,0.9510568753142439,0.6984111468591078,0.05843777984329556,0.9175362471878746,0.5974515141819222,0.3279582600633185,0.8769258682090235,0.8576988931774244,0.7286954211286778,0.7828991315965264
0.48020032503706045,0.7727904032179805,0.5850313281619995,0.5869445243175858,0.23505523216252824,0.3020241949730731,0.7715095531395996,0.7327358759350885,0.6471459471171731,0.6768986500380744,0.6713855258816503,0.8162992651970608
0.20165414631854617,0.1305945653148562,0.15090032837933534,0.05840830195879404,0.5181690486445929,0.5411140504942281,0.7200284429122937,0.4867369243490894,0.07536891848145222,0.7162903794970337,0.6579865872336307,0.9445557782231129
0.7241530813963432,0.38183361216226697,0.6307138966732279,0.655663433398285,0.4399526789699824,0.6807076374673414,0.36213413580516923,0.9404386668768455,0.9205701432555881,0.41081188636439436,0.20816772361566885,0.8283233132932531
0.3429573401861683,0.9343347300275306,0.9171639726034168,0.35488221631377836,0.8299033072944156,0.5132852132096858,0.444719600249988,0.4180447082960862,0.30903359220951393,0.7112138285343753,0.5514504274395028,0.7548430193720775
0.11071794048658212,0.8676227270375018,0.29520448835663005,0.061233432544870986,0.05008583462218496,0.26345649853459985,0.5054006489763879,0.6106846995666522,0.43796453553284453,0.9377270966525584,0.9452330813243554,0.8830995323981295
0.6974708370998371,0.18022927262718727,0.9257680698666076,0.08872002856195246,0.12016911362653455,0.1819513310310158,0.696151610648571,0.5970514018803496,0.31928239584709484,0.6881009645426386,0.012219186072086188,0.8463593854375417
0.2871385195262867,0.5223887488754229,0.28097956181866085,0.07152274168361065,0.9276386100349282,0.23351235354479843,0.5113245482743349,0.42752025268695776,0.8615440800564905,0.21165951801633384,0.948940804449452,0.8830995323981295
0.4695447699433488,0.6913700457928248,0.040046098775546254,0.6022128054177488,0.18969825350157382,0.9141868127776507,0.09773539947857535,0.9868122506329904,0.19971105108836634,0.33273336777212775,0.7009006879872787,0.9044756179024717
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9953239812959251
0.16107077874112333,0.7471238841201607,0.9709113232986206,0.5328949310648377,0.9140092609972871,0.2933147321982077,0.21302405115466463,0.28761701027852526,0.5372038845130034,0.768834620805684,0.8662217472142474,0.8056112224448898
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6080742972321729,0.03838135215869616,0.01,0.4421868598301247,0.9953239812959251
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.8189712758851035
0.01,0.01,0.01,0.01,0.01,0.01,0.5683936883836475,0.99,0.01,0.12755859315586499,0.1939443923896037,0.9953239812959251
0.01,0.01,0.01,0.01,0.01,0.01,0.9163779295305864,0.3619663123278876,0.01,0.01,0.961341447026398,0.9919839679358717
0.21149764229157778,0.1480945170719621,0.41846393400024845,0.9746733871386486,0.3928321955068926,0.9283412100915189,0.9793914704919522,0.25990739940808866,0.06684540372621942,0.5816505236803704,0.9645904668331823,0.8570474281897128
0.3849057852815918,0.6536987932669992,0.8259074725062028,0.9563003327444735,0.4001823695176078,0.09717616527348906,0.6255357523240467,0.38177583500707546,0.019170559237346008,0.4609799197708578,0.5863099305200927,0.8623914495657983
0.9285641047425384,0.5829381859273363,0.44303148065688436,0.8134248263273711,0.5994189951069533,0.6796271723269862,0.5368133422587582,0.8768047532974644,0.018324720366055838,0.9564533821622369,0.6047737712071231,0.8964595858383434
0.8056899007116204,0.7626184304758304,0.6629032010544426,0.3979551480285494,0.08159653582510878,0.650157625581585,0.725909584286365,0.12942267642683525,0.28651787941775647,0.08009630961437665,0.047987058442895435,0.7641950567802271
0.31770311658639905,0.3221150543397419,0.8959891131692393,0.201865998501763,0.5593158305403151,0.6498397909108357,0.0233116783870067,0.16692146146975873,0.5878555067656789,0.3535674602545271,0.4408361015492343,0.9492317969271877
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9939879759519038
0.358641293146016,0.4566730691614108,0.8441448445951633,0.21814083667093243,0.7545832749956607,0.4819630226758021,0.20252798669432606,0.10771211446325742,0.42703083497850186,0.601821666658991,0.3900270373606404,0.8744154976619907
0.45661596512535213,0.06606872518020006,0.548610431159595,0.722747085114787,0.7034295985989574,0.6858321162619597,0.4518428341964172,0.11430723452096717,0.2655273109579525,0.8413744046863756,0.8284664951189925,0.895123580494322
0.4413225285313366,0.3592302027422258,0.4081967898006403,0.2265770236254552,0.9350645634292561,0.1821933879392834,0.03486041555809088,0.6032178134550534,0.9526344617322385,0.8335963383393692,0.513402735670074,0.9826319305277221
0.31626860115997096,0.3958102065023915,0.011053453924287424,0.7050193066373132,0.24449920467623681,0.1955331664108882,0.7284687625408949,0.9203093721187094,0.9296512065071746,0.8596610463703115,0.3863174548558535,0.9692718770875084
0.8864723276162171,0.6452639151936815,0.3768102908937316,0.9223086373686517,0.2043314626922156,0.6575473485400429,0.8920024150952219,0.7524730460462098,0.9587401880677698,0.7190622935113942,0.04694419394345745,0.8824315297261189
0.8575937010586628,0.9379891441820635,0.799577021173677,0.542848976871764,0.30482362360218174,0.5934402016182696,0.8998670738606319,0.14107288408145233,0.5732511800488818,0.4001858280450339,0.13868021956897483,0.7635270541082164
0.38223895629811944,0.8641217349782302,0.3939067692280493,0.4378301959373931,0.8192939925551362,0.4717987369378368,0.34192139555052115,0.3047345149750797,0.023698577467981555,0.5991759672127142,0.7757002991624397,0.8704074816299265
0.8367964716393105,0.17301860796067484,0.5015394679700853,0.09716951407787484,0.8918577024357398,0.5944669796925467,0.1837923836257364,0.015049741779401724,0.591959322818586,0.7485726455193273,0.24597645150580205,0.9746158984635939
0.359453045625818,0.6533658185614899,0.3814872617987473,0.8289043937003936,0.28956381857754915,0.44903107431534334,0.6512711631465957,0.365040363509085,0.5359012519356202,0.6432248448342646,0.3312848231200378,0.863059452237809
0.6701807649486702,0.8547277446516643,0.37086140693501707,0.9787435988245383,0.8497208703435789,0.8917813873766619,0.6911980973380405,0.479557705553305,0.03679159216392814,0.9556553107568287,0.3111747327241832,0.8704074816299265
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9939879759519038
0.29828522358656123,0.01,0.13165156046582685,0.01,0.36296973116311937,0.19150087091497117,0.17205944705193754,0.1835290089775077,0.21881803537133826,0.500743957877899,0.05155262969594395,0.9832999331997327
0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.99,0.99,0.01,0.9873079492317969
0.01,0.01,0.01,0.01,0.99,0.99,0.01,0.99,0.8132181187819683,0.99,0.01,0.9926519706078825
0.99,0.01,0.01,0.01,0.99,0.01,0.01,0.99,0.99,0.99,0.802815934067543,0.9919839679358717
0.01,0.01,0.01,0.01,0.01,0.010000000000000009,0.01,0.99,0.99,0.01,0.99,0.991315965263861
0.34616676502617827,0.3113418597624348,0.14434702776957417,0.8816364917844307,0.47493443986552547,0.8659421579980437,0.0971464570567455,0.7858689699961661,0.2906471256034976,0.7051432434319778,0.8179961126573859,0.9712758851035405
0.8391949316510331,0.6522937617389769,0.1660136089249986,0.8993259573401765,0.7978793039048732,0.5183405988185659,0.5643689221660543,0.4248468209186318,0.38464549182899344,0.5571899801992707,0.909856875744049,0.8857715430861723
0.9051931626154078,0.6210204508080558,0.46472195311269887,0.5309986657373913,0.23266368371905335,0.7081394675764209,0.9378478382614559,0.972353207620967,0.7445709596559217,0.5958791941624884,0.7717653615603773,0.8744154976619907
0.01517853497044978,0.9226307056271535,0.7853544561894535,0.4210363671785497,0.7130253690356645,0.8420200969451604,0.3906853158454942,0.6801468911533225,0.45757095499130485,0.47708167751718894,0.372413726210471,0.9458917835671342
0.9237081511175699,0.5318608778577971,0.9890293799983799,0.14979919680180748,0.3734049042671157,0.143083222994501,0.8296896733083265,0.43975826428579956,0.5340522692512666,0.8615212150669892,0.20778786033399274,0.8824315297261189
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9939879759519038
0.29837346346315674,0.6198410967143472,0.9627380512826291,0.858369845865972,0.8745269374294456,0.7907390955993604,0.6746869633839199,0.6873970629482209,0.6255714648282201,0.31918877013011393,0.48141109494914347,0.8617234468937875
0.02220822997717215,0.7820246596275364,0.817765116916645,0.1452430413241729,0.8959454647360277,0.5004916647753667,0.8707997244161471,0.3760757959683633,0.9320762211129431,0.8165589433272938,0.14316140221169027,0.9498997995991983
0.3620998759861806,0.7968115757374291,0.3687605961438613,0.36090133150263193,0.09844329257853926,0.3855928683668361,0.5492849022337821,0.7268478439519827,0.877403253699769,0.06088250283244741,0.9481285138164866,0.8650634602538411
0.4853826334444447,0.4099116393790415,0.7670000802792417,0.5208965477749209,0.11358453563227587,0.4633305451489434,0.8127269524867943,0.19937003504809184,0.3059633144892538,0.8571876683344513,0.8522621202527569,0.863059452237809
0.0701556768557415,0.35713350106231334,0.8168479379285308,0.48984970432167496,0.576115763939691,0.25528471085520965,0.06861332791537815,0.27037166149059144,0.9866195069145414,0.4454531550682086,0.6569435130172108,0.9612558450233801
0.43974778056494745,0.7798832780146819,0.9487274693813105,0.9126559616310739,0.4633435529342023,0.753882123076201,0.2547855293808782,0.7904970149072204,0.1230169711802611,0.12175579678656126,0.6899811771905096,0.8623914495657983
0.22125443777685416,0.4220351828414775,0.33408041414215356,0.6276431420097075,0.5776953391878594,0.3433109466641562,0.5779345580624596,0.3624644384829331,0.2635730160551854,0.40154573620530754,0.07865827666109851,0.8690714762859052
0.4164123055044844,0.5493160221941126,0.3807885486504815,0.7681445357952308,0.13042469591757952,0.1983688715964027,0.6613851504832644,0.9129479727846485,0.708549134552074,0.5170523819540394,0.49962074461943107,0.87374749498998
0.6270574359716411,0.2451924440268662,0.9817344223055178,0.5421813791404614,0.9189170032542051,0.7273320424015747,0.6838747783047965,0.05219099261795811,0.5929369637802451,0.8668063653821474,0.8433235425784822,0.8724114896459586
0.5759834382463899,0.9136338181628727,0.9592210865681999,0.8747460474941348,0.4200337930563536,0.3994290654143317,0.7981607438755478,0.4780058298690113,0.011072686024872297,0.8073807982121474,0.7477849423663928,0.8623914495657983
0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.0032786885245901644,0.32459016393442625,0.32459016393442625,0.0032786885245901644,0.32459016393442625,0.0032786885245901644,0.9939879759519038
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05055463749203117,0.01,0.02945662918100588,0.01,0.9873079492317969
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.6665451468617265,0.9846359385437542
0.99,0.01,0.01,0.01,0.01,0.010000000000000009,0.01,0.01,0.01,0.99,0.01,0.8984635938543755
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7023788499323405,0.01,0.01,0.99,0.8730794923179692
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.523784922006948,0.6922524554696825,0.01,0.9846359385437542
